dataset_row_id,source,campaign_id,template_id,segment_id,target_id,age_bracket,gender,education,clicked_flag,baseline_pred_clicked_flag,baseline_pred_probability
1171,synthetic,39,4,25,1160,45-54,F,Secundaria,0,1,0.6180708654816294
500,synthetic,17,2,38,489,55+,M,Tecnica,0,0,0.32202861324969806
1636,synthetic,55,6,34,1625,55+,F,Tecnica,0,0,0.3728824873941997
1874,synthetic,63,7,37,1863,55+,M,Secundaria,0,0,0.263224757628534
334,synthetic,11,2,14,323,25-34,M,Tecnica,0,1,0.582444950359394
27,synthetic,1,1,8,16,18-24,M,Posgrado,0,1,0.5037575453369451
841,synthetic,28,3,29,830,45-54,M,Secundaria,0,1,0.527550685218911
602,synthetic,20,2,1,591,18-24,F,Secundaria,0,0,0.4857361085770838
1916,synthetic,64,7,30,1905,45-54,M,Tecnica,0,1,0.610452673385737
2152,synthetic,72,8,39,2141,55+,M,Universitaria,0,0,0.2410915259592247
1543,synthetic,52,6,29,1532,45-54,M,Secundaria,0,1,0.5045236720418544
191,synthetic,6,1,4,180,18-24,F,Posgrado,0,1,0.5627508845796775
1235,synthetic,41,5,34,1224,55+,F,Tecnica,0,0,0.4858047080898414
183,synthetic,6,1,4,172,18-24,F,Posgrado,0,1,0.5627508845796775
494,synthetic,17,2,38,483,55+,M,Tecnica,1,0,0.32202861324969806
1705,synthetic,57,6,5,1694,18-24,M,Secundaria,0,0,0.42382666466906355
205,synthetic,7,1,38,194,55+,M,Tecnica,0,0,0.48297394407387784
812,synthetic,27,3,14,801,25-34,M,Tecnica,0,1,0.6016459921656894
195,synthetic,7,1,38,184,55+,M,Tecnica,0,0,0.48297394407387784
961,synthetic,32,4,37,950,55+,M,Secundaria,0,0,0.2925947566211573
844,synthetic,28,3,29,833,45-54,M,Secundaria,0,1,0.527550685218911
681,synthetic,23,3,19,670,35-44,F,Universitaria,0,0,0.33176975334992687
321,synthetic,11,2,14,310,25-34,M,Tecnica,0,1,0.582444950359394
883,synthetic,30,3,2,872,18-24,F,Tecnica,0,1,0.5924370376931114
144,synthetic,5,1,38,133,55+,M,Tecnica,1,0,0.48297394407387784
1577,synthetic,53,6,27,1566,45-54,F,Universitaria,0,0,0.4947001530640392
2125,synthetic,71,8,22,2114,35-44,M,Tecnica,0,0,0.4593831109645533
723,synthetic,24,3,1,712,18-24,F,Secundaria,0,1,0.5056094664592065
1106,synthetic,37,4,16,1095,25-34,M,Posgrado,1,0,0.45699123286027693
937,synthetic,31,4,3,926,18-24,F,Universitaria,0,0,0.46993382141978435
2346,synthetic,78,8,10,2335,25-34,F,Tecnica,0,1,0.689137718307322
1218,synthetic,41,5,34,1207,55+,F,Tecnica,0,0,0.4858047080898414
111,synthetic,4,1,35,100,55+,F,Universitaria,0,0,0.3872144665679072
52,synthetic,2,1,3,41,18-24,F,Universitaria,0,1,0.5848375447419792
1849,synthetic,62,7,16,1838,25-34,M,Posgrado,0,0,0.42093878883090646
1913,synthetic,64,7,30,1902,45-54,M,Tecnica,0,1,0.610452673385737
2247,synthetic,75,8,11,2236,25-34,F,Universitaria,0,1,0.541872180501034
497,synthetic,17,2,38,486,55+,M,Tecnica,0,0,0.32202861324969806
1042,synthetic,35,4,19,1031,35-44,F,Universitaria,0,0,0.3620583321082111
694,synthetic,23,3,19,683,35-44,F,Universitaria,0,0,0.33176975334992687
281,synthetic,9,1,16,270,25-34,M,Posgrado,0,1,0.5721461819698777
927,synthetic,31,4,3,916,18-24,F,Universitaria,0,0,0.46993382141978435
2109,synthetic,70,7,14,2098,25-34,M,Tecnica,0,1,0.5985960470168
1609,synthetic,54,6,31,1598,45-54,M,Universitaria,0,0,0.43573157273396207
1974,synthetic,66,7,37,1963,55+,M,Secundaria,0,0,0.263224757628534
2374,synthetic,79,8,21,2363,35-44,M,Secundaria,1,0,0.37415403364203026
232,synthetic,8,1,7,221,18-24,M,Universitaria,0,1,0.5263158376169196
1177,synthetic,39,4,25,1166,45-54,F,Secundaria,0,1,0.6180708654816294
875,synthetic,29,3,22,864,35-44,M,Tecnica,0,0,0.4232890639325734
891,synthetic,30,3,2,880,18-24,F,Tecnica,0,1,0.5924370376931114
2302,synthetic,77,8,16,2291,25-34,M,Posgrado,0,0,0.46014676472651483
1291,synthetic,43,5,7,1280,18-24,M,Universitaria,0,0,0.4698843342072722
56,synthetic,2,1,3,45,18-24,F,Universitaria,0,1,0.5848375447419792
1918,synthetic,64,7,30,1907,45-54,M,Tecnica,1,1,0.610452673385737
2385,synthetic,80,8,6,2374,18-24,M,Tecnica,0,1,0.5703318405451754
1506,synthetic,50,5,35,1495,55+,F,Universitaria,1,0,0.3351450093122069
936,synthetic,31,4,3,925,18-24,F,Universitaria,0,0,0.46993382141978435
782,synthetic,26,3,7,771,18-24,M,Universitaria,0,0,0.3795488534760203
1220,synthetic,41,5,34,1209,55+,F,Tecnica,0,0,0.4858047080898414
378,synthetic,13,2,38,367,55+,M,Tecnica,0,0,0.32202861324969806
1891,synthetic,63,7,37,1880,55+,M,Secundaria,0,0,0.263224757628534
810,synthetic,27,3,14,799,25-34,M,Tecnica,0,1,0.6016459921656894
2344,synthetic,78,8,10,2333,25-34,F,Tecnica,0,1,0.689137718307322
2332,synthetic,78,8,10,2321,25-34,F,Tecnica,0,1,0.689137718307322
1520,synthetic,51,6,15,1509,25-34,M,Universitaria,0,0,0.42357848304329293
1761,synthetic,59,6,38,1750,55+,M,Tecnica,0,0,0.31926011012667294
422,synthetic,14,2,30,411,45-54,M,Tecnica,0,1,0.5944554349827691
1820,synthetic,61,7,36,1809,55+,F,Posgrado,0,0,0.2388671761734676
2054,synthetic,69,7,25,2043,45-54,F,Secundaria,0,1,0.5829532179711919
1834,synthetic,61,7,36,1823,55+,F,Posgrado,0,0,0.2388671761734676
695,synthetic,23,3,19,684,35-44,F,Universitaria,0,0,0.33176975334992687
848,synthetic,28,3,29,837,45-54,M,Secundaria,0,1,0.527550685218911
2383,synthetic,80,8,6,2372,18-24,M,Tecnica,0,1,0.5703318405451754
1350,synthetic,45,5,31,1339,45-54,M,Universitaria,0,1,0.5509650151324413
2025,synthetic,68,7,27,2014,45-54,F,Universitaria,0,1,0.5145732902943181
2296,synthetic,77,8,16,2285,25-34,M,Posgrado,0,0,0.46014676472651483
1776,synthetic,59,6,38,1765,55+,M,Tecnica,0,0,0.31926011012667294
1801,synthetic,60,6,29,1790,45-54,M,Secundaria,0,1,0.5045236720418544
1653,synthetic,55,6,34,1642,55+,F,Tecnica,0,0,0.3728824873941997
1512,synthetic,51,6,15,1501,25-34,M,Universitaria,0,0,0.42357848304329293
1647,synthetic,55,6,34,1636,55+,F,Tecnica,0,0,0.3728824873941997
2336,synthetic,78,8,10,2325,25-34,F,Tecnica,0,1,0.689137718307322
1469,synthetic,49,5,11,1458,25-34,F,Universitaria,0,1,0.5968307949375904
732,synthetic,25,3,19,721,35-44,F,Universitaria,0,0,0.33176975334992687
1878,synthetic,63,7,37,1867,55+,M,Secundaria,0,0,0.263224757628534
1925,synthetic,64,7,30,1914,45-54,M,Tecnica,0,1,0.610452673385737
1822,synthetic,61,7,36,1811,55+,F,Posgrado,0,0,0.2388671761734676
1422,synthetic,48,5,1,1411,18-24,F,Secundaria,0,1,0.59707533929767
733,synthetic,25,3,19,722,35-44,F,Universitaria,0,0,0.33176975334992687
807,synthetic,27,3,14,796,25-34,M,Tecnica,0,1,0.6016459921656894
911,synthetic,30,3,2,900,18-24,F,Tecnica,0,1,0.5924370376931114
496,synthetic,17,2,38,485,55+,M,Tecnica,1,0,0.32202861324969806
1173,synthetic,39,4,25,1162,45-54,F,Secundaria,0,1,0.6180708654816294
1269,synthetic,42,5,14,1258,25-34,M,Tecnica,0,1,0.6863657259028538
473,synthetic,16,2,22,462,35-44,M,Tecnica,0,0,0.4040072425491289
2024,synthetic,68,7,27,2013,45-54,F,Universitaria,0,1,0.5145732902943181
414,synthetic,14,2,30,403,45-54,M,Tecnica,0,1,0.5944554349827691
1201,synthetic,40,4,12,1190,25-34,F,Posgrado,0,1,0.5162048819831176
745,synthetic,25,3,19,734,35-44,F,Universitaria,0,0,0.33176975334992687
1777,synthetic,59,6,38,1766,55+,M,Tecnica,0,0,0.31926011012667294
1061,synthetic,35,4,19,1050,35-44,F,Universitaria,0,0,0.3620583321082111
1988,synthetic,66,7,37,1977,55+,M,Secundaria,0,0,0.263224757628534
1490,synthetic,50,5,35,1479,55+,F,Universitaria,0,0,0.3351450093122069
614,synthetic,21,3,18,603,35-44,F,Tecnica,0,0,0.48201217746666825
262,synthetic,9,1,16,251,25-34,M,Posgrado,0,1,0.5721461819698777
2005,synthetic,67,7,12,1994,25-34,F,Posgrado,0,0,0.4796070027421895
2377,synthetic,79,8,21,2366,35-44,M,Secundaria,0,0,0.37415403364203026
995,synthetic,33,4,29,984,45-54,M,Secundaria,0,1,0.5607150477563597
1228,synthetic,41,5,34,1217,55+,F,Tecnica,0,0,0.4858047080898414
726,synthetic,24,3,1,715,18-24,F,Secundaria,0,1,0.5056094664592065
540,synthetic,18,2,29,529,45-54,M,Secundaria,1,1,0.5077005453523965
1738,synthetic,58,6,5,1727,18-24,M,Secundaria,0,0,0.42382666466906355
2118,synthetic,71,8,22,2107,35-44,M,Tecnica,0,0,0.4593831109645533
1821,synthetic,61,7,36,1810,55+,F,Posgrado,0,0,0.2388671761734676
2405,synthetic,80,8,6,2394,18-24,M,Tecnica,0,1,0.5703318405451754
485,synthetic,16,2,22,474,35-44,M,Tecnica,0,0,0.4040072425491289
282,synthetic,10,1,21,271,35-44,M,Secundaria,0,0,0.4839874878669335
943,synthetic,32,4,37,932,55+,M,Secundaria,0,0,0.2925947566211573
1678,synthetic,56,6,29,1667,45-54,M,Secundaria,0,1,0.5045236720418544
2352,synthetic,79,8,21,2341,35-44,M,Secundaria,0,0,0.37415403364203026
1083,synthetic,36,4,9,1072,25-34,F,Secundaria,0,1,0.6062965691693055
2366,synthetic,79,8,21,2355,35-44,M,Secundaria,0,0,0.37415403364203026
325,synthetic,11,2,14,314,25-34,M,Tecnica,0,1,0.582444950359394
603,synthetic,20,2,1,592,18-24,F,Secundaria,0,0,0.4857361085770838
1088,synthetic,36,4,9,1077,25-34,F,Secundaria,0,1,0.6062965691693055
1425,synthetic,48,5,1,1414,18-24,F,Secundaria,0,1,0.59707533929767
971,synthetic,32,4,37,960,55+,M,Secundaria,0,0,0.2925947566211573
470,synthetic,16,2,22,459,35-44,M,Tecnica,0,0,0.4040072425491289
823,synthetic,28,3,29,812,45-54,M,Secundaria,0,1,0.527550685218911
923,synthetic,31,4,3,912,18-24,F,Universitaria,0,0,0.46993382141978435
465,synthetic,16,2,22,454,35-44,M,Tecnica,0,0,0.4040072425491289
8,observed,3,4,1,3,18-24,unknown,Universitaria,0,1,0.8136164626436265
525,synthetic,18,2,29,514,45-54,M,Secundaria,0,1,0.5077005453523965
1775,synthetic,59,6,38,1764,55+,M,Tecnica,0,0,0.31926011012667294
1316,synthetic,44,5,20,1305,35-44,F,Posgrado,0,0,0.3965964539427553
1015,synthetic,34,4,14,1004,25-34,M,Tecnica,0,1,0.6332252282042902
1275,synthetic,43,5,7,1264,18-24,M,Universitaria,0,0,0.4698843342072722
1942,synthetic,65,7,9,1931,25-34,F,Secundaria,1,1,0.5708480080235914
2234,synthetic,75,8,11,2223,25-34,F,Universitaria,1,1,0.541872180501034
1463,synthetic,49,5,11,1452,25-34,F,Universitaria,0,1,0.5968307949375904
507,synthetic,17,2,38,496,55+,M,Tecnica,1,0,0.32202861324969806
1303,synthetic,44,5,20,1292,35-44,F,Posgrado,0,0,0.3965964539427553
1449,synthetic,48,5,1,1438,18-24,F,Secundaria,0,1,0.59707533929767
1158,synthetic,39,4,25,1147,45-54,F,Secundaria,0,1,0.6180708654816294
1902,synthetic,64,7,30,1891,45-54,M,Tecnica,0,1,0.610452673385737
1488,synthetic,50,5,35,1477,55+,F,Universitaria,0,0,0.3351450093122069
1741,synthetic,58,6,5,1730,18-24,M,Secundaria,0,0,0.42382666466906355
533,synthetic,18,2,29,522,45-54,M,Secundaria,0,1,0.5077005453523965
605,synthetic,20,2,1,594,18-24,F,Secundaria,0,0,0.4857361085770838
1017,synthetic,34,4,14,1006,25-34,M,Tecnica,0,1,0.6332252282042902
2225,synthetic,74,8,1,2214,18-24,F,Secundaria,0,1,0.5421244860795618
433,synthetic,15,2,5,422,18-24,M,Secundaria,0,0,0.42693324426299445
1,observed,2,1,1,2,18-24,unknown,Universitaria,0,1,0.8471423044634049
2171,synthetic,72,8,39,2160,55+,M,Universitaria,0,0,0.2410915259592247
20,synthetic,1,1,8,9,18-24,M,Posgrado,0,1,0.5037575453369451
1640,synthetic,55,6,34,1629,55+,F,Tecnica,0,0,0.3728824873941997
1109,synthetic,37,4,16,1098,25-34,M,Posgrado,0,0,0.45699123286027693
1936,synthetic,65,7,9,1925,25-34,F,Secundaria,0,1,0.5708480080235914
1938,synthetic,65,7,9,1927,25-34,F,Secundaria,0,1,0.5708480080235914
1679,synthetic,56,6,29,1668,45-54,M,Secundaria,0,1,0.5045236720418544
1602,synthetic,54,6,31,1591,45-54,M,Universitaria,0,0,0.43573157273396207
1034,synthetic,35,4,19,1023,35-44,F,Universitaria,0,0,0.3620583321082111
920,synthetic,31,4,3,909,18-24,F,Universitaria,0,0,0.46993382141978435
1282,synthetic,43,5,7,1271,18-24,M,Universitaria,0,0,0.4698843342072722
704,synthetic,24,3,1,693,18-24,F,Secundaria,0,1,0.5056094664592065
727,synthetic,24,3,1,716,18-24,F,Secundaria,0,1,0.5056094664592065
2410,synthetic,80,8,6,2399,18-24,M,Tecnica,0,1,0.5703318405451754
1270,synthetic,42,5,14,1259,25-34,M,Tecnica,0,1,0.6863657259028538
1710,synthetic,57,6,5,1699,18-24,M,Secundaria,0,0,0.42382666466906355
1972,synthetic,66,7,37,1961,55+,M,Secundaria,0,0,0.263224757628534
1582,synthetic,53,6,27,1571,45-54,F,Universitaria,0,0,0.4947001530640392
1407,synthetic,47,5,12,1396,25-34,F,Posgrado,0,1,0.5749184240726525
1193,synthetic,40,4,12,1182,25-34,F,Posgrado,0,1,0.5162048819831176
2193,synthetic,73,8,6,2182,18-24,M,Tecnica,0,1,0.5703318405451754
1367,synthetic,46,5,29,1356,45-54,M,Secundaria,0,1,0.6180239668644845
1278,synthetic,43,5,7,1267,18-24,M,Universitaria,0,0,0.4698843342072722
2411,synthetic,80,8,6,2400,18-24,M,Tecnica,1,1,0.5703318405451754
2192,synthetic,73,8,6,2181,18-24,M,Tecnica,0,1,0.5703318405451754
1187,synthetic,40,4,12,1176,25-34,F,Posgrado,0,1,0.5162048819831176
1537,synthetic,51,6,15,1526,25-34,M,Universitaria,0,0,0.42357848304329293
2378,synthetic,79,8,21,2367,35-44,M,Secundaria,0,0,0.37415403364203026
1251,synthetic,42,5,14,1240,25-34,M,Tecnica,0,1,0.6863657259028538
2037,synthetic,68,7,27,2026,45-54,F,Universitaria,0,1,0.5145732902943181
978,synthetic,33,4,29,967,45-54,M,Secundaria,0,1,0.5607150477563597
1302,synthetic,44,5,20,1291,35-44,F,Posgrado,0,0,0.3965964539427553
699,synthetic,23,3,19,688,35-44,F,Universitaria,0,0,0.33176975334992687
1068,synthetic,36,4,9,1057,25-34,F,Secundaria,0,1,0.6062965691693055
1306,synthetic,44,5,20,1295,35-44,F,Posgrado,0,0,0.3965964539427553
391,synthetic,13,2,38,380,55+,M,Tecnica,0,0,0.32202861324969806
44,synthetic,2,1,3,33,18-24,F,Universitaria,0,1,0.5848375447419792
1885,synthetic,63,7,37,1874,55+,M,Secundaria,0,0,0.263224757628534
746,synthetic,25,3,19,735,35-44,F,Universitaria,0,0,0.33176975334992687
505,synthetic,17,2,38,494,55+,M,Tecnica,0,0,0.32202861324969806
1138,synthetic,38,4,12,1127,25-34,F,Posgrado,0,1,0.5162048819831176
2072,synthetic,69,7,25,2061,45-54,F,Secundaria,0,1,0.5829532179711919
1366,synthetic,46,5,29,1355,45-54,M,Secundaria,1,1,0.6180239668644845
1585,synthetic,53,6,27,1574,45-54,F,Universitaria,0,0,0.4947001530640392
1813,synthetic,61,7,36,1802,55+,F,Posgrado,0,0,0.2388671761734676
2395,synthetic,80,8,6,2384,18-24,M,Tecnica,0,1,0.5703318405451754
1197,synthetic,40,4,12,1186,25-34,F,Posgrado,0,1,0.5162048819831176
201,synthetic,7,1,38,190,55+,M,Tecnica,0,0,0.48297394407387784
2197,synthetic,73,8,6,2186,18-24,M,Tecnica,0,1,0.5703318405451754
141,synthetic,5,1,38,130,55+,M,Tecnica,0,0,0.48297394407387784
1827,synthetic,61,7,36,1816,55+,F,Posgrado,1,0,0.2388671761734676
770,synthetic,26,3,7,759,18-24,M,Universitaria,0,0,0.3795488534760203
574,synthetic,19,2,28,563,45-54,F,Posgrado,0,0,0.4753148377465076
2191,synthetic,73,8,6,2180,18-24,M,Tecnica,0,1,0.5703318405451754
221,synthetic,7,1,38,210,55+,M,Tecnica,1,0,0.48297394407387784
358,synthetic,12,2,8,347,18-24,M,Posgrado,0,0,0.3404468249681409
1828,synthetic,61,7,36,1817,55+,F,Posgrado,0,0,0.2388671761734676
1151,synthetic,38,4,12,1140,25-34,F,Posgrado,0,1,0.5162048819831176
585,synthetic,20,2,1,574,18-24,F,Secundaria,0,0,0.4857361085770838
1023,synthetic,34,4,14,1012,25-34,M,Tecnica,0,1,0.6332252282042902
688,synthetic,23,3,19,677,35-44,F,Universitaria,0,0,0.33176975334992687
536,synthetic,18,2,29,525,45-54,M,Secundaria,0,1,0.5077005453523965
420,synthetic,14,2,30,409,45-54,M,Tecnica,0,1,0.5944554349827691
1176,synthetic,39,4,25,1165,45-54,F,Secundaria,0,1,0.6180708654816294
1502,synthetic,50,5,35,1491,55+,F,Universitaria,0,0,0.3351450093122069
2321,synthetic,77,8,16,2310,25-34,M,Posgrado,0,0,0.46014676472651483
101,synthetic,3,1,35,90,55+,F,Universitaria,0,0,0.3872144665679072
682,synthetic,23,3,19,671,35-44,F,Universitaria,0,0,0.33176975334992687
589,synthetic,20,2,1,578,18-24,F,Secundaria,0,0,0.4857361085770838
933,synthetic,31,4,3,922,18-24,F,Universitaria,0,0,0.46993382141978435
1117,synthetic,37,4,16,1106,25-34,M,Posgrado,0,0,0.45699123286027693
657,synthetic,22,3,7,646,18-24,M,Universitaria,0,0,0.3795488534760203
362,synthetic,12,2,8,351,18-24,M,Posgrado,1,0,0.3404468249681409
800,synthetic,27,3,14,789,25-34,M,Tecnica,0,1,0.6016459921656894
2281,synthetic,76,8,39,2270,55+,M,Universitaria,0,0,0.2410915259592247
1965,synthetic,66,7,37,1954,55+,M,Secundaria,0,0,0.263224757628534
2284,synthetic,76,8,39,2273,55+,M,Universitaria,0,0,0.2410915259592247
907,synthetic,30,3,2,896,18-24,F,Tecnica,0,1,0.5924370376931114
270,synthetic,9,1,16,259,25-34,M,Posgrado,0,1,0.5721461819698777
1987,synthetic,66,7,37,1976,55+,M,Secundaria,0,0,0.263224757628534
1743,synthetic,58,6,5,1732,18-24,M,Secundaria,0,0,0.42382666466906355
106,synthetic,4,1,35,95,55+,F,Universitaria,0,0,0.3872144665679072
2277,synthetic,76,8,39,2266,55+,M,Universitaria,0,0,0.2410915259592247
608,synthetic,20,2,1,597,18-24,F,Secundaria,0,0,0.4857361085770838
1467,synthetic,49,5,11,1456,25-34,F,Universitaria,0,1,0.5968307949375904
1145,synthetic,38,4,12,1134,25-34,F,Posgrado,0,1,0.5162048819831176
2083,synthetic,70,7,14,2072,25-34,M,Tecnica,0,1,0.5985960470168
577,synthetic,19,2,28,566,45-54,F,Posgrado,0,0,0.4753148377465076
888,synthetic,30,3,2,877,18-24,F,Tecnica,0,1,0.5924370376931114
1837,synthetic,61,7,36,1826,55+,F,Posgrado,0,0,0.2388671761734676
506,synthetic,17,2,38,495,55+,M,Tecnica,0,0,0.32202861324969806
1418,synthetic,47,5,12,1407,25-34,F,Posgrado,1,1,0.5749184240726525
103,synthetic,4,1,35,92,55+,F,Universitaria,0,0,0.3872144665679072
1747,synthetic,58,6,5,1736,18-24,M,Secundaria,0,0,0.42382666466906355
1200,synthetic,40,4,12,1189,25-34,F,Posgrado,0,1,0.5162048819831176
401,synthetic,13,2,38,390,55+,M,Tecnica,0,0,0.32202861324969806
1205,synthetic,40,4,12,1194,25-34,F,Posgrado,0,1,0.5162048819831176
2149,synthetic,72,8,39,2138,55+,M,Universitaria,0,0,0.2410915259592247
180,synthetic,6,1,4,169,18-24,F,Posgrado,0,1,0.5627508845796775
1497,synthetic,50,5,35,1486,55+,F,Universitaria,0,0,0.3351450093122069
513,synthetic,17,2,38,502,55+,M,Tecnica,1,0,0.32202861324969806
818,synthetic,27,3,14,807,25-34,M,Tecnica,0,1,0.6016459921656894
554,synthetic,19,2,28,543,45-54,F,Posgrado,0,0,0.4753148377465076
215,synthetic,7,1,38,204,55+,M,Tecnica,0,0,0.48297394407387784
1876,synthetic,63,7,37,1865,55+,M,Secundaria,0,0,0.263224757628534
2300,synthetic,77,8,16,2289,25-34,M,Posgrado,0,0,0.46014676472651483
2289,synthetic,76,8,39,2278,55+,M,Universitaria,0,0,0.2410915259592247
742,synthetic,25,3,19,731,35-44,F,Universitaria,0,0,0.33176975334992687
1258,synthetic,42,5,14,1247,25-34,M,Tecnica,0,1,0.6863657259028538
1157,synthetic,39,4,25,1146,45-54,F,Secundaria,1,1,0.6180708654816294
874,synthetic,29,3,22,863,35-44,M,Tecnica,0,0,0.4232890639325734
258,synthetic,9,1,16,247,25-34,M,Posgrado,0,1,0.5721461819698777
1454,synthetic,49,5,11,1443,25-34,F,Universitaria,0,1,0.5968307949375904
1238,synthetic,41,5,34,1227,55+,F,Tecnica,0,0,0.4858047080898414
1110,synthetic,37,4,16,1099,25-34,M,Posgrado,0,0,0.45699123286027693
2294,synthetic,77,8,16,2283,25-34,M,Posgrado,0,0,0.46014676472651483
1596,synthetic,53,6,27,1585,45-54,F,Universitaria,1,0,0.4947001530640392
1305,synthetic,44,5,20,1294,35-44,F,Posgrado,0,0,0.3965964539427553
161,synthetic,5,1,38,150,55+,M,Tecnica,0,0,0.48297394407387784
2212,synthetic,74,8,1,2201,18-24,F,Secundaria,0,1,0.5421244860795618
1342,synthetic,45,5,31,1331,45-54,M,Universitaria,0,1,0.5509650151324413
1390,synthetic,46,5,29,1379,45-54,M,Secundaria,0,1,0.6180239668644845
251,synthetic,8,1,7,240,18-24,M,Universitaria,0,1,0.5263158376169196
1132,synthetic,38,4,12,1121,25-34,F,Posgrado,0,1,0.5162048819831176
217,synthetic,7,1,38,206,55+,M,Tecnica,0,0,0.48297394407387784
2232,synthetic,75,8,11,2221,25-34,F,Universitaria,0,1,0.541872180501034
2041,synthetic,68,7,27,2030,45-54,F,Universitaria,0,1,0.5145732902943181
717,synthetic,24,3,1,706,18-24,F,Secundaria,0,1,0.5056094664592065
204,synthetic,7,1,38,193,55+,M,Tecnica,0,0,0.48297394407387784
1249,synthetic,42,5,14,1238,25-34,M,Tecnica,0,1,0.6863657259028538
1707,synthetic,57,6,5,1696,18-24,M,Secundaria,0,0,0.42382666466906355
2030,synthetic,68,7,27,2019,45-54,F,Universitaria,0,1,0.5145732902943181
1092,synthetic,37,4,16,1081,25-34,M,Posgrado,0,0,0.45699123286027693
1917,synthetic,64,7,30,1906,45-54,M,Tecnica,0,1,0.610452673385737
1492,synthetic,50,5,35,1481,55+,F,Universitaria,0,0,0.3351450093122069
2349,synthetic,78,8,10,2338,25-34,F,Tecnica,0,1,0.689137718307322
1850,synthetic,62,7,16,1839,25-34,M,Posgrado,0,0,0.42093878883090646
1898,synthetic,63,7,37,1887,55+,M,Secundaria,0,0,0.263224757628534
2258,synthetic,75,8,11,2247,25-34,F,Universitaria,0,1,0.541872180501034
829,synthetic,28,3,29,818,45-54,M,Secundaria,0,1,0.527550685218911
2113,synthetic,71,8,22,2102,35-44,M,Tecnica,0,0,0.4593831109645533
1518,synthetic,51,6,15,1507,25-34,M,Universitaria,0,0,0.42357848304329293
2096,synthetic,70,7,14,2085,25-34,M,Tecnica,0,1,0.5985960470168
1335,synthetic,45,5,31,1324,45-54,M,Universitaria,0,1,0.5509650151324413
1542,synthetic,52,6,29,1531,45-54,M,Secundaria,0,1,0.5045236720418544
1242,synthetic,42,5,14,1231,25-34,M,Tecnica,1,1,0.6863657259028538
186,synthetic,6,1,4,175,18-24,F,Posgrado,0,1,0.5627508845796775
609,synthetic,20,2,1,598,18-24,F,Secundaria,0,0,0.4857361085770838
815,synthetic,27,3,14,804,25-34,M,Tecnica,0,1,0.6016459921656894
1629,synthetic,54,6,31,1618,45-54,M,Universitaria,0,0,0.43573157273396207
242,synthetic,8,1,7,231,18-24,M,Universitaria,0,1,0.5263158376169196
1620,synthetic,54,6,31,1609,45-54,M,Universitaria,0,0,0.43573157273396207
155,synthetic,5,1,38,144,55+,M,Tecnica,0,0,0.48297394407387784
1008,synthetic,34,4,14,997,25-34,M,Tecnica,0,1,0.6332252282042902
851,synthetic,28,3,29,840,45-54,M,Secundaria,0,1,0.527550685218911
1601,synthetic,53,6,27,1590,45-54,F,Universitaria,0,0,0.4947001530640392
855,synthetic,29,3,22,844,35-44,M,Tecnica,0,0,0.4232890639325734
481,synthetic,16,2,22,470,35-44,M,Tecnica,0,0,0.4040072425491289
1793,synthetic,60,6,29,1782,45-54,M,Secundaria,0,1,0.5045236720418544
1774,synthetic,59,6,38,1763,55+,M,Tecnica,0,0,0.31926011012667294
1055,synthetic,35,4,19,1044,35-44,F,Universitaria,0,0,0.3620583321082111
424,synthetic,14,2,30,413,45-54,M,Tecnica,0,1,0.5944554349827691
677,synthetic,23,3,19,666,35-44,F,Universitaria,0,0,0.33176975334992687
1632,synthetic,55,6,34,1621,55+,F,Tecnica,0,0,0.3728824873941997
2288,synthetic,76,8,39,2277,55+,M,Universitaria,0,0,0.2410915259592247
341,synthetic,11,2,14,330,25-34,M,Tecnica,0,1,0.582444950359394
1369,synthetic,46,5,29,1358,45-54,M,Secundaria,0,1,0.6180239668644845
1465,synthetic,49,5,11,1454,25-34,F,Universitaria,0,1,0.5968307949375904
124,synthetic,4,1,35,113,55+,F,Universitaria,0,0,0.3872144665679072
1297,synthetic,43,5,7,1286,18-24,M,Universitaria,0,0,0.4698843342072722
665,synthetic,22,3,7,654,18-24,M,Universitaria,0,0,0.3795488534760203
1086,synthetic,36,4,9,1075,25-34,F,Secundaria,0,1,0.6062965691693055
2180,synthetic,73,8,6,2169,18-24,M,Tecnica,0,1,0.5703318405451754
910,synthetic,30,3,2,899,18-24,F,Tecnica,0,1,0.5924370376931114
2186,synthetic,73,8,6,2175,18-24,M,Tecnica,0,1,0.5703318405451754
1934,synthetic,65,7,9,1923,25-34,F,Secundaria,0,1,0.5708480080235914
338,synthetic,11,2,14,327,25-34,M,Tecnica,0,1,0.582444950359394
1510,synthetic,50,5,35,1499,55+,F,Universitaria,0,0,0.3351450093122069
1760,synthetic,59,6,38,1749,55+,M,Tecnica,0,0,0.31926011012667294
1101,synthetic,37,4,16,1090,25-34,M,Posgrado,0,0,0.45699123286027693
954,synthetic,32,4,37,943,55+,M,Secundaria,0,0,0.2925947566211573
2183,synthetic,73,8,6,2172,18-24,M,Tecnica,0,1,0.5703318405451754
1922,synthetic,64,7,30,1911,45-54,M,Tecnica,0,1,0.610452673385737
1139,synthetic,38,4,12,1128,25-34,F,Posgrado,0,1,0.5162048819831176
2175,synthetic,73,8,6,2164,18-24,M,Tecnica,0,1,0.5703318405451754
2370,synthetic,79,8,21,2359,35-44,M,Secundaria,0,0,0.37415403364203026
1087,synthetic,36,4,9,1076,25-34,F,Secundaria,0,1,0.6062965691693055
